,Player,Span,Mat,Inns,Balls,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 13,
43,Misbah0ul0Haq,(Pakistan),2002-2015,162,1,24,30,0,0,7.5,0,0,0,
44,HS Modi,(KENYA),1996-2006,63,4,19,27,0,0,8.52,0,0,0,
45,Mohammad Boota,(UAE),2018-2019,9,1,12,10,0,0,5,0,0,0,
46,Mohammad Nadeem,(OMAN),2019-2019,4,1,18,23,0,0,7.66,0,0,0,
47,JN Mohammed,(West Indies),2011-2018,28,8,146,131,0,0,5.38,0,0,0,
48,Mohammed Siraj,(INDIA),2019-2019,1,1,60,76,0,0,7.6,0,0,0,
49,PJK Mooney,(Ireland),2006-2007,4,4,87,100,0,0,6.89,0,0,0,
0,RS Morton,(West Indies),2002-2010,56,1,6,2,0,0,2,0,0,0,
1,M Mulla,(CAN),2007-2007,1,1,60,64,0,0,6.4,0,0,0,
2,CT Mumba,(Zimbabve),2016-2017,2,2,62,67,0,0,6.48,0,0,0,
3,Munir Dar,(HKG),2008-2008,2,2,108,89,0,0,4.94,0,0,0,
4,TK Musakanda,(Zimbabve),2016-2018,15,1,12,11,0,0,5.5,0,0,0,
5,Mushtaq Mohammad,(Pakistan),1973-1978,10,2,42,23,0,0,3.28,0,0,0,
6,Nadeem Khan,(Pakistan),1993-1995,2,2,96,81,0,0,5.06,0,0,0,
7,Naeem Ahmed,(Pakistan),1978-1978,1,1,60,43,0,0,4.3,0,0,0,
8,Naeem Ashraf,(Pakistan),1995-1995,2,2,42,52,0,0,7.42,0,0,0,
9,Najaf Shah,(Pakistan),2007-2007,1,1,60,59,0,0,5.9,0,0,0,
10,Najibullah Zadran,(Afghanistan),2012-2019,67,2,30,30,0,0,6,0,0,0,
11,Nasir Jamal,(Afghanistan),2014-2018,16,1,6,7,0,0,7,0,0,0,
12,Naved Latif,(Pakistan),2001-2003,11,3,48,51,0,0,6.37,0,0,0,
13,AM Nayar,(INDIA),2009-2009,3,1,18,17,0,0,5.66,0,0,0,
14,MJ North,(Australia),2009-2009,2,1,18,16,0,0,5.33,0,0,0,
15,FN Otieno,(KENYA),2010-2010,4,1,6,2,0,0,2,0,0,0,
16,KO Otieno,(KENYA),1996-2009,90,1,6,5,0,0,5,0,0,0,
17,C Overton,(England),2018-2018,1,1,42,55,0,0,7.85,0,0,0,
18,MB Owens,(Newzealand),1992-1992,1,1,48,37,0,0,4.62,0,0,0,
19,M Panchal,(Netherland),2007-2007,1,1,30,10,0,0,2,0,0,0,
20,GK Pandey,(INDIA),1999-1999,2,2,78,60,0,0,4.61,0,0,0,
21,Pankaj Singh,(INDIA),2010-2010,1,1,42,45,0,0,6.42,0,0,0,
22,NT Pascal,(West Indies),2009-2009,1,1,24,29,0,0,7.25,0,0,0,
23,SP Pasqual,(Srilanka),1979-1979,2,1,28,20,0,0,4.28,0,0,0,
24,JM Patel,(CAN),1979-1979,3,2,91,47,0,0,3.09,0,0,0,
25,KA Patel,(KENYA),2006-2006,2,2,30,34,0,0,6.8,0,0,0,
26,RGM Patel,(INDIA),1988-1988,1,1,60,58,0,0,5.8,0,0,0,
27,AK Perera,(Srilanka),2013-2019,6,3,36,33,0,0,5.5,0,0,0,
28,KG Perera,(Srilanka),1986-1986,1,1,12,15,0,0,7.5,0,0,0,
29,AN Petersen,(South Africa),2006-2013,21,1,6,7,0,0,7,0,0,0,
30,K Pierre,(West Indies),2019-2019,2,2,96,108,0,0,6.75,0,0,0,
31,ADJ Pitcher,(BMUDA),2007-2007,3,3,79,80,0,0,6.07,0,0,0,
32,OL Pitcher,(BMUDA),2007-2007,5,1,15,25,0,0,10,0,0,0,
33,PI Pocock,(England),1985-1985,1,1,60,20,0,0,2,0,0,0,
34,AG Prince,(South Africa),2002-2007,52,1,12,3,0,0,1.5,0,0,0,
35,DJ Pringle,(EAf),1975-1975,2,2,90,55,0,0,3.66,0,0,0,
36,Y Punja,(UAE),2015-2015,1,1,36,49,0,0,8.16,0,0,0,
37,M PushPakistanumara,(Srilanka),2009-2010,3,1,30,21,0,0,4.2,0,0,0,
38,Raees Ahmadzai,(Afghanistan),2009-2010,5,1,24,16,0,0,4,0,0,0,
39,LN Rajbanshi,(NEPAL),2019-2019,3,1,42,33,0,0,4.71,0,0,0,
40,LS Rajput,(INDIA),1985-1987,4,2,42,42,0,0,6,0,0,0,
41,Rameez Shahzad,(UAE),2016-2018,15,1,12,16,0,0,8,0,0,0,
42,Rameez Raja,(Pakistan),1985-1997,198,1,6,10,0,0,10,0,0,0,
43,Raqibul Hasan,(Bangladesh),1986-1986,2,1,1,4,0,0,24,0,0,0,
44,Rashid Zia,(USA),2004-2004,2,2,59,69,0,0,7.01,0,0,0,
45,D Ravu,(PNG),2017-2019,8,7,246,230,0,0,5.6,0,0,0,
46,JN Rhodes,(South Africa),1992-2003,245,2,14,4,0,0,1.71,0,0,0,
47,EB Ringera,(KENYA),2011-2011,1,1,60,28,0,0,2.8,0,0,0,
48,CP Rizwan,(UAE),2019-2019,7,1,4,10,0,0,15,0,0,0,
49,Rizwan Ahmed,(Pakistan),2008-2008,1,1,24,26,0,0,6.5,0,0,0,
0,SJ Roberts,(Newzealand),1990-1990,2,2,42,47,0,0,6.71,0,0,0,
1,JA Rudolph,(South Africa),2003-2006,45,1,24,26,0,0,6.5,0,0,0,
2,Saad Nasim,(Pakistan),2015-2015,3,2,36,46,0,0,7.66,0,0,0,
3,Saeed0al0Saffar,(UAE),1996-1996,1,1,18,25,0,0,8.33,0,0,0,
4,Saleem Elahi,(Pakistan),1995-2004,48,1,6,10,0,0,10,0,0,0,
5,Salman Butt,(Pakistan),2004-2010,78,6,69,90,0,0,7.82,0,0,0,
6,Salman Farooq,(UAE),2014-2014,1,1,36,23,0,0,3.83,0,0,0,
7,MAR Samarasekera,(Srilanka),1983-1994,39,11,338,291,0,0,5.16,0,0,0,
8,Samiullah Khan,(Pakistan),2008-2008,2,2,120,115,0,0,5.75,0,0,0,
9,Samiur Rahman,(Bangladesh),1986-1986,2,2,60,30,0,0,3,0,0,0,
10,Sami Faridi,(CAN),2008-2008,3,3,60,63,0,0,6.3,0,0,0,
11,Sarfaraz Ahmed,(Pakistan),2007-2019,116,1,12,15,0,0,7.5,0,0,0,
12,GR Sealy,(CAN),1979-1979,3,1,36,21,0,0,3.5,0,0,0,
13,RD Shah,(KENYA),1998-2007,56,4,60,72,0,0,7.2,0,0,0,
14,A Shamshudeen,(CAN),2007-2007,1,1,18,24,0,0,8,0,0,0,
15,Shamsur Rahman,(Bangladesh),2013-2014,10,1,6,13,0,0,13,0,0,0,
16,Shariful Haque,(Bangladesh),1998-1998,1,1,18,21,0,0,7,0,0,0,
17,KV Sharma,(INDIA),2014-2014,2,2,114,125,0,0,6.57,0,0,0,
18,S Shivnarine,(West Indies),1978-1978,1,1,18,16,0,0,5.33,0,0,0,
19,DJM Short,(Australia),2018-2018,4,3,42,59,0,0,8.42,0,0,0,
20,Shuvagata Hom,(Bangladesh),2011-2011,4,1,12,9,0,0,4.5,0,0,0,
21,NS Sidhu,(INDIA),1987-1998,136,2,4,3,0,0,4.5,0,0,0,
22,EHSN Silva,(UAE),2008-2008,1,1,42,33,0,0,4.71,0,0,0,
23,KJ Silva,(Srilanka),1995-1995,1,1,48,55,0,0,6.87,0,0,0,
24,RW Sims,(Zimbabve),2002-2003,3,3,132,127,0,0,5.77,0,0,0,
25,VRV Singh,(INDIA),2006-2006,2,2,72,105,0,0,8.75,0,0,0,
26,Skhawat Ali,(HKG),2008-2014,4,1,48,68,0,0,8.5,0,0,0,
27,MJ Slater,(Australia),1993-1997,42,2,12,11,0,0,5.5,0,0,0,
28,DS Smith,(West Indies),2003-2013,47,2,17,17,0,0,6,0,0,0,
29,M Smith,(BMUDA),2008-2008,1,1,12,14,0,0,7,0,0,0,
30,SB Smith,(Australia),1983-1985,28,2,7,5,0,0,4.28,0,0,0,
31,Sohail Fazal,(Pakistan),1989-1989,2,1,6,4,0,0,4,0,0,0,
32,CM Spearman,(Newzealand),1995-2001,51,1,3,6,0,0,12,0,0,0,
33,IM Stanger,(Scotland),1999-2006,5,2,54,56,0,0,6.22,0,0,0,
34,MP Stead,(CAN),1979-1979,2,2,29,24,0,0,4.96,0,0,0,
35,DS Steele,(England),1976-1976,1,1,6,9,0,0,9,0,0,0,
36,AJ Strauss,(England),2003-2011,127,1,6,3,0,0,3,0,0,0,
37,Sultan Ahmed,(UAE),2019-2019,2,2,72,58,0,0,4.83,0,0,0,
38,Tamim Iqbal,(Bangladesh),2007-2019,204,2,6,13,0,0,13,0,0,0,
39,Tanbir Hayder,(Bangladesh),2016-2016,2,2,60,67,0,0,6.7,0,0,0,
40,CJ Tavare,(England),1980-1984,29,1,12,3,0,0,1.5,0,0,0,
41,JP Taylor,(England),1993-1993,1,1,18,20,0,0,6.66,0,0,0,
42,LB Taylor,(England),1986-1986,2,2,84,47,0,0,3.35,0,0,0,
43,LRPL Taylor,(Newzealand),2006-2019,228,4,42,35,0,0,5,0,0,0,
44,EP Thompson,(Newzealand),2009-2009,1,1,24,42,0,0,10.5,0,0,0,
45,LO Tikolo,(KENYA),1996-1996,3,3,48,55,0,0,6.87,0,0,0,
46,GS Trimble,(Australia),1986-1986,2,1,24,32,0,0,8,0,0,0,
47,GM Turner,(Newzealand),1973-1983,41,1,6,0,0,0,0,0,0,0,
48,Umar Amin,(Pakistan),2010-2018,16,3,42,24,0,0,3.42,0,0,0,
49,TP Ura,(PNG),2014-2019,26,1,6,12,0,0,12,0,0,0,
0,Usman Mushtaq,(UAE),2015-2015,1,1,12,9,0,0,4.5,0,0,0,
1,RV Uthappa,(INDIA),2006-2015,46,1,2,0,0,0,0,0,0,0,
2,CJPG van Zyl,(South Africa),1992-1992,2,2,108,93,0,0,5.16,0,0,0,
3,JCB Vaughan,(CAN),1979-1979,3,2,66,36,0,0,3.27,0,0,0,
4,DB Vengsarkar,(INDIA),1976-1991,129,1,6,4,0,0,4,0,0,0,
5,KDK Vithanage,(Srilanka),2013-2014,6,2,12,17,0,0,8.5,0,0,0,
6,Wahidul Gani,(Bangladesh),1988-1988,1,1,36,32,0,0,5.33,0,0,0,
7,Waqas Barkat,(HKG),2014-2018,10,4,90,75,0,0,5,0,0,0,
8,DA Warner,(Australia),2009-2019,116,1,6,8,0,0,8,0,0,0,
9,SR Waters,(KENYA),2008-2011,20,1,18,14,0,0,4.66,0,0,0,
10,M Watkinson,(England),1996-1996,1,1,54,43,0,0,4.77,0,0,0,
11,AP Weerakkody,(Srilanka),1994-1994,1,1,36,41,0,0,6.83,0,0,0,
12,SR Welsh,(CAN),2006-2008,3,3,120,147,0,0,7.35,0,0,0,
13,JM Wiener,(Australia),1979-1980,7,2,24,34,0,0,8.5,0,0,0,
14,CB Wishart,(Zimbabve),1996-2005,90,1,12,12,0,0,6,0,0,0,
15,WA Wisneski,(Newzealand),2000-2000,3,3,114,123,0,0,6.47,0,0,0,
16,GH Worker,(Newzealand),2015-2018,10,1,6,5,0,0,5,0,0,0,
17,JG Wright,(Newzealand),1978-1992,149,3,24,8,0,0,2,0,0,0,
18,Yasir Hameed,(Pakistan),2003-2007,56,3,18,26,0,0,8.66,0,0,0,
19,Zakir Hasan,(Bangladesh),1997-1997,1,1,12,17,0,0,8.5,0,0,0,
20,Zakir Hossain,(Bangladesh),1998-1998,1,1,24,18,0,0,4.5,0,0,0,
21,Zakiullah Zaki,(Afghanistan),2012-2012,1,1,24,27,0,0,6.75,0,0,0,
22,C Zhuwao,(Zimbabve),2008-2018,9,2,19,21,0,0,6.63,0,0,0,
23,Aaron Jones,(USA),2019-2019,9,0,0,0,0,0,0,0,0,0,
24,Abdul Jabbar,(CAN),2007-2007,2,0,0,0,0,0,0,0,0,0,
25,Abdul Rehman,(UAE),2004-2004,1,0,0,0,0,0,0,0,0,0,
26,Abdul Shakoor,(UAE),2015-2018,3,0,0,0,0,0,0,0,0,0,
27,Abid Ali,(Pakistan),2019-2019,4,0,0,0,0,0,0,0,0,0,
28,CJ Adams,(England),1998-2000,5,0,0,0,0,0,0,0,0,0,
29,Adnan Akmal,(Pakistan),2011-2012,5,0,0,0,0,0,0,0,0,0,
30,Adnan Mufti,(UAE),2017-2018,18,0,0,0,0,0,0,0,0,0,
31,Afsar Zazai,(Afghanistan),2014-2017,17,0,0,0,0,0,0,0,0,0,
32,Aijaz Ali,(USA),2004-2004,2,0,0,0,0,0,0,0,0,0,
33,Akhtar Sarfraz,(Pakistan),1997-1998,4,0,0,0,0,0,0,0,0,0,
34,Akshay Homraj,(USA),2019-2019,4,0,0,0,0,0,0,0,0,0,
35,Alawi Shukri,(UAE),2008-2008,1,0,0,0,0,0,0,0,0,0,
36,RP Alexander,(USA),2004-2004,2,0,0,0,0,0,0,0,0,0,
37,MJD Allingham,(Scotland),1999-1999,3,0,0,0,0,0,0,0,0,0,
38,Al Sahariar,(Bangladesh),1999-2003,29,0,0,0,0,0,0,0,0,0,
39,S Amarnath,(INDIA),1978-1978,3,0,0,0,0,0,0,0,0,0,
40,SW Ambris,(West Indies),2017-2019,9,0,0,0,0,0,0,0,0,0,
41,TR Ambrose,(England),2008-2008,5,0,0,0,0,0,0,0,0,0,
42,DL Amiss,(England),1972-1977,18,0,0,0,0,0,0,0,0,0,
43,Amjad Ali,(UAE),2008-2015,17,0,0,0,0,0,0,0,0,0,
44,HM Amla,(South Africa),2008-2019,181,0,0,0,0,0,0,0,0,0,
45,Anamul Haque,(Bangladesh),2012-2019,38,0,0,0,0,0,0,0,0,0,
46,RW Anderson,(Newzealand),1976-1978,2,0,0,0,0,0,0,0,0,0,
47,Anil Dalpat,(Pakistan),1984-1986,15,0,0,0,0,0,0,0,0,0,
48,Ankur Vasishta,(HKG),2014-2014,4,0,0,0,0,0,0,0,0,0,
49,ZS Ansari,(England),2015-2015,1,0,0,0,0,0,0,0,0,0,
0,Anwar Hossain,(Bangladesh),2002-2002,1,0,0,0,0,0,0,0,0,0,
1,V Aravind,(UAE),2019-2019,3,0,0,0,0,0,0,0,0,0,
2,KJ Arnott,(Zimbabve),1987-1993,13,0,0,0,0,0,0,0,0,0,
3,Arshad Pervez,(Pakistan),1978-1978,2,0,0,0,0,0,0,0,0,0,
4,J Arun Lal,(INDIA),1982-1989,13,0,0,0,0,0,0,0,0,0,
5,Asghar Ali,(UAE),2004-2004,2,0,0,0,0,0,0,0,0,0,
6,Ashraf Ali,(Pakistan),1980-1985,16,0,0,0,0,0,0,0,0,0,
7,Asif Mahmood,(Pakistan),1998-1998,2,0,0,0,0,0,0,0,0,0,
8,SK Atai,(PNG),2019-2019,2,0,0,0,0,0,0,0,0,0,
9,MA Atherton,(England),1990-1998,54,0,0,0,0,0,0,0,0,0,
10,Atiq0uz0Zaman,(Pakistan),2000-2000,3,0,0,0,0,0,0,0,0,0,
11,JJ Atkinson,(HKG),2008-2017,9,0,0,0,0,0,0,0,0,0,
12,Azam Khan,(Pakistan),1996-1998,6,0,0,0,0,0,0,0,0,0,
13,Azmat Rana,(Pakistan),1978-1978,2,0,0,0,0,0,0,0,0,0,
14,SJ Baard,(NAM),2019-2019,5,0,0,0,0,0,0,0,0,0,
15,Babar Azam,(Pakistan),2015-2019,74,0,0,0,0,0,0,0,0,0,
16,SFAF Bacchus,(West Indies),1978-1983,29,0,0,0,0,0,0,0,0,0,
17,S Badrinath,(INDIA),2008-2011,7,0,0,0,0,0,0,0,0,0,
18,A Bagai,(CAN),2003-2013,62,0,0,0,0,0,0,0,0,0,
19,GJ Bailey,(Australia),2012-2016,90,0,0,0,0,0,0,0,0,0,
20,MD Bailey,(Newzealand),1998-1998,1,0,0,0,0,0,0,0,0,0,
21,DL Bairstow,(England),1979-1984,21,0,0,0,0,0,0,0,0,0,
22,JM Bairstow,(England),2011-2019,74,0,0,0,0,0,0,0,0,0,
23,S Baksh,(CAN),1979-1979,1,0,0,0,0,0,0,0,0,0,
24,GS Ballance,(England),2013-2015,16,0,0,0,0,0,0,0,0,0,
25,AB Barath,(West Indies),2010-2012,14,0,0,0,0,0,0,0,0,0,
26,GD Barlow,(England),1976-1977,6,0,0,0,0,0,0,0,0,0,
27,GEF Barnett,(CAN),2006-2010,22,0,0,0,0,0,0,0,0,0,
28,KJ Barnett,(England),1988-1988,1,0,0,0,0,0,0,0,0,0,
29,DM Basden,(BMUDA),2007-2007,2,0,0,0,0,0,0,0,0,0,
30,IPP Batuwitarachchi,(UAE),2008-2008,2,0,0,0,0,0,0,0,0,0,
31,D Bau,(PNG),2016-2017,10,0,0,0,0,0,0,0,0,0,
32,CS Baugh,(West Indies),2003-2012,47,0,0,0,0,0,0,0,0,0,
33,T Bavuma,(South Africa),2016-2017,2,0,0,0,0,0,0,0,0,0,
34,AC Bedade,(INDIA),1994-1994,13,0,0,0,0,0,0,0,0,0,
35,MD Bell,(Newzealand),1998-2001,7,0,0,0,0,0,0,0,0,0,
36,MR Benson,(England),1986-1986,1,0,0,0,0,0,0,0,0,0,
37,AR Berenger,(UAE),2014-2015,10,0,0,0,0,0,0,0,0,0,
38,B Bhandari,(NEPAL),2019-2019,3,0,0,0,0,0,0,0,0,0,
39,M Bhanuka,(Srilanka),2019-2019,1,0,0,0,0,0,0,0,0,0,
40,RA Bhatti,(CAN),2011-2011,1,0,0,0,0,0,0,0,0,0,
41,IS Billcliff,(CAN),2003-2009,19,0,0,0,0,0,0,0,0,0,
42,SW Billings,(England),2015-2018,15,0,0,0,0,0,0,0,0,0,
43,GA Bishop,(Australia),1987-1987,2,0,0,0,0,0,0,0,0,0,
44,TE Blain,(Newzealand),1986-1994,38,0,0,0,0,0,0,0,0,0,
45,G Blakeney,(BMUDA),2009-2009,2,0,0,0,0,0,0,0,0,0,
46,RJ Blakey,(England),1992-1993,3,0,0,0,0,0,0,0,0,0,
47,LE Bosman,(South Africa),2006-2010,14,0,0,0,0,0,0,0,0,0,
48,MV Boucher,(South Africa),1998-2011,295,0,0,0,0,0,0,0,0,0,
49,DM Bravo,(West Indies),2009-2019,110,0,0,0,0,0,0,0,0,0,
0,JP Bray,(Ireland),2006-2007,15,0,0,0,0,0,0,0,0,0,
1,JM Brearley,(England),1977-1980,25,0,0,0,0,0,0,0,0,0,
2,GA Briant,(Zimbabve),1993-1993,5,0,0,0,0,0,0,0,0,0,
3,NT Broom,(Newzealand),2009-2017,39,0,0,0,0,0,0,0,0,0,
4,RD Brown,(Zimbabve),1983-1987,7,0,0,0,0,0,0,0,0,0,
5,CO Browne,(West Indies),1995-2005,46,0,0,0,0,0,0,0,0,0,
6,PA Browne,(West Indies),2008-2008,5,0,0,0,0,0,0,0,0,0,
7,DG Brownlie,(Newzealand),2012-2017,16,0,0,0,0,0,0,0,0,0,
8,GK Bruk0Jackson,(Zimbabve),1993-1993,1,0,0,0,0,0,0,0,0,0,
9,JA Burns,(Australia),2015-2015,6,0,0,0,0,0,0,0,0,0,
10,AR Butcher,(England),1980-1980,1,0,0,0,0,0,0,0,0,0,
11,RO Butcher,(England),1980-1981,3,0,0,0,0,0,0,0,0,0,
12,JC Buttler,(England),2012-2019,142,0,0,0,0,0,0,0,0,0,
13,AF Buurman,(Netherland),2007-2011,17,0,0,0,0,0,0,0,0,0,
14,RJ Campbell,(Australia),2002-2002,2,0,0,0,0,0,0,0,0,0,
15,AT Carey,(Australia),2018-2019,29,0,0,0,0,0,0,0,0,0,
16,SV Carlisle,(Zimbabve),1995-2005,111,0,0,0,0,0,0,0,0,0,
17,C Carter,(HKG),2015-2018,11,0,0,0,0,0,0,0,0,0,
18,HWR Cartwright,(Australia),2017-2017,2,0,0,0,0,0,0,0,0,0,
19,JJ Celestine,(BMUDA),2007-2008,8,0,0,0,0,0,0,0,0,0,
20,RW Chakabva,(Zimbabve),2008-2019,38,0,0,0,0,0,0,0,0,0,
21,LD Chandimal,(Srilanka),2010-2019,146,0,0,0,0,0,0,0,0,0,
22,VB Chandrasekhar,(INDIA),1988-1990,7,0,0,0,0,0,0,0,0,0,
23,MS Chapman,(HKG/NZ),2015-2018,5,0,0,0,0,0,0,0,0,0,
24,CJD Chappell,(CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,
25,BB Chari,(Zimbabve),2015-2019,11,0,0,0,0,0,0,0,0,0,
26,CPS Chauhan,(INDIA),1978-1981,7,0,0,0,0,0,0,0,0,0,
27,M Cheruparambil,(HKG),2004-2004,2,0,0,0,0,0,0,0,0,0,
28,Chirag Suri,(UAE),2018-2019,14,0,0,0,0,0,0,0,0,0,
29,DN Chudasama,(KENYA),1996-1999,20,0,0,0,0,0,0,0,0,0,
30,DR Chumney,(CAN),2003-2007,21,0,0,0,0,0,0,0,0,0,
31,NE Clarke,(Netherland),1996-1996,5,0,0,0,0,0,0,0,0,0,
32,FRJ Coleman,(Scotland),2013-2015,16,0,0,0,0,0,0,0,0,0,
33,PG Coman,(Newzealand),1973-1974,3,0,0,0,0,0,0,0,0,0,
34,AN Cook,(England),2006-2014,92,0,0,0,0,0,0,0,0,0,
35,G Cook,(England),1981-1983,6,0,0,0,0,0,0,0,0,0,
36,SJ Cook,(South Africa),1991-1993,4,0,0,0,0,0,0,0,0,0,
37,BN Cooper,(Netherland),2013-2019,8,0,0,0,0,0,0,0,0,0,
38,CK Coventry,(Zimbabve),2003-2015,39,0,0,0,0,0,0,0,0,0,
39,MC Cowdrey,(England),1971-1971,1,0,0,0,0,0,0,0,0,0,
40,RT Crandon,(West Indies),2009-2009,1,0,0,0,0,0,0,0,0,0,
41,JP Crawley,(England),1994-1999,13,0,0,0,0,0,0,0,0,0,
42,FS Crockwell,(BMUDA),2009-2009,2,0,0,0,0,0,0,0,0,0,
43,MH Cross,(Scotland),2014-2019,52,0,0,0,0,0,0,0,0,0,
44,V Dahiya,(INDIA),2000-2001,19,0,0,0,0,0,0,0,0,0,
45,WM Darling,(Australia),1978-1982,18,0,0,0,0,0,0,0,0,0,
46,SS Das,(INDIA),2001-2002,4,0,0,0,0,0,0,0,0,0,
47,D Dasgupta,(INDIA),2001-2001,5,0,0,0,0,0,0,0,0,0,
48,PB Dassanayake,(Srilanka),1993-1994,16,0,0,0,0,0,0,0,0,0,
49,H Davids,(South Africa),2013-2013,2,0,0,0,0,0,0,0,0,0,
0,AG Davies,(Scotland),1999-1999,5,0,0,0,0,0,0,0,0,0,
1,SG Davies,(Zimbabve),1996-1996,4,0,0,0,0,0,0,0,0,0,
2,SM Davies,(England),2009-2011,8,0,0,0,0,0,0,0,0,0,
3,IC Davis,(Australia),1974-1977,3,0,0,0,0,0,0,0,0,0,
4,JJ Dawood,(CAN),2009-2010,2,0,0,0,0,0,0,0,0,0,
5,RG de Alwis,(Srilanka),1983-1988,31,0,0,0,0,0,0,0,0,0,
6,Q de Kock,(South Africa),2013-2019,115,0,0,0,0,0,0,0,0,0,
7,MH Denness,(England),1973-1975,12,0,0,0,0,0,0,0,0,0,
8,FA Dennis,(CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,
9,JH Desai,(USA),2004-2004,1,0,0,0,0,0,0,0,0,0,
10,SI de Saram,(Srilanka),1999-2001,15,0,0,0,0,0,0,0,0,0,
11,AM de Silva,(Srilanka),1986-1993,4,0,0,0,0,0,0,0,0,0,
12,SKL de Silva,(Srilanka),1997-1997,11,0,0,0,0,0,0,0,0,0,
13,P Dharmani,(INDIA),1996-1996,1,0,0,0,0,0,0,0,0,0,
14,S Dhawan,(INDIA),2010-2019,133,0,0,0,0,0,0,0,0,0,
15,HS Dhillon,(CAN),2006-2006,2,0,0,0,0,0,0,0,0,0,
16,Dhiman Ghosh,(Bangladesh),2008-2008,14,0,0,0,0,0,0,0,0,0,
17,N Dickwella,(Srilanka),2014-2019,52,0,0,0,0,0,0,0,0,0,
18,WP Diepeveen,(Netherland),2011-2011,1,0,0,0,0,0,0,0,0,0,
19,SS Dighe,(INDIA),2000-2001,23,0,0,0,0,0,0,0,0,0,
20,HH Dippenaar,(South Africa),1999-2007,107,0,0,0,0,0,0,0,0,0,
21,MJ Di Venuto,(Australia),1997-1997,9,0,0,0,0,0,0,0,0,0,
22,K Doriga,(PNG),2017-2019,14,0,0,0,0,0,0,0,0,0,
23,CRM Douglas,(BMUDA),2008-2008,2,0,0,0,0,0,0,0,0,0,
24,MW Douglas,(Newzealand),1994-1995,6,0,0,0,0,0,0,0,0,0,
25,TM Dowlin,(West Indies),2009-2010,11,0,0,0,0,0,0,0,0,0,
26,PR Downton,(England),1977-1988,28,0,0,0,0,0,0,0,0,0,
27,SO Dowrich,(West Indies),2019-2019,1,0,0,0,0,0,0,0,0,0,
28,BM Duckett,(England),2016-2016,3,0,0,0,0,0,0,0,0,0,
29,T Duffin,(Zimbabve),2006-2007,23,0,0,0,0,0,0,0,0,0,
30,PJL Dujon,(West Indies),1981-1991,169,0,0,0,0,0,0,0,0,0,
31,CI Dunusinghe,(Srilanka),1995-1995,1,0,0,0,0,0,0,0,0,0,
32,GC Dyer,(Australia),1986-1988,23,0,0,0,0,0,0,0,0,0,
33,J Dyson,(Australia),1980-1983,29,0,0,0,0,0,0,0,0,0,
34,J Edness,(BMUDA),2007-2008,11,0,0,0,0,0,0,0,0,0,
35,JH Edrich,(England),1971-1975,7,0,0,0,0,0,0,0,0,0,
36,KA Edwards,(West Indies),2011-2014,16,0,0,0,0,0,0,0,0,0,
37,R Edwards,(Australia),1972-1975,9,0,0,0,0,0,0,0,0,0,
38,SA Edwards,(Netherland),2018-2019,4,0,0,0,0,0,0,0,0,0,
39,MTG Elliott,(Australia),1997-1997,1,0,0,0,0,0,0,0,0,0,
40,PA Emery,(Australia),1994-1994,1,0,0,0,0,0,0,0,0,0,
41,FM Engineer,(INDIA),1974-1975,5,0,0,0,0,0,0,0,0,0,
42,CR Ervine,(Zimbabve),2010-2019,93,0,0,0,0,0,0,0,0,0,
43,EA Essop0Adam,(Zimbabve),1992-1992,1,0,0,0,0,0,0,0,0,0,
44,Fahad Nawaz,(UAE),2019-2019,2,0,0,0,0,0,0,0,0,0,
45,Fahad Usman,(UAE),2004-2004,2,0,0,0,0,0,0,0,0,0,
46,Faisal Athar,(Pakistan),2003-2003,1,0,0,0,0,0,0,0,0,0,
47,Faruk Ahmed,(Bangladesh),1988-1999,7,0,0,0,0,0,0,0,0,0,
48,FY Fazal,(INDIA),2016-2016,1,0,0,0,0,0,0,0,0,0,
49,CJ Ferguson,(Australia),2009-2011,30,0,0,0,0,0,0,0,0,0,
0,N Fernandes,(UAE),2008-2008,1,0,0,0,0,0,0,0,0,0,
1,ER Fernando,(Srilanka),1975-1975,3,0,0,0,0,0,0,0,0,0,
2,ERNS Fernando,(Srilanka),1983-1983,7,0,0,0,0,0,0,0,0,0,
3,UNK Fernando,(Srilanka),1994-1994,2,0,0,0,0,0,0,0,0,0,
4,WIA Fernando,(Srilanka),2016-2019,15,0,0,0,0,0,0,0,0,0,
5,J Figy John,(UAE),2019-2019,1,0,0,0,0,0,0,0,0,0,
6,SE Findlay,(West Indies),2008-2009,9,0,0,0,0,0,0,0,0,0,
7,R Flannigan,(Scotland),2010-2010,1,0,0,0,0,0,0,0,0,0,
8,KWR Fletcher,(England),1971-1982,24,0,0,0,0,0,0,0,0,0,
9,BT Foakes,(England),2019-2019,1,0,0,0,0,0,0,0,0,0,
10,PJ Forrest,(Australia),2012-2012,15,0,0,0,0,0,0,0,0,0,
11,JS Foster,(England),2001-2002,11,0,0,0,0,0,0,0,0,0,
12,G Fowler,(England),1983-1986,26,0,0,0,0,0,0,0,0,0,
13,TJ Franklin,(Newzealand),1983-1988,3,0,0,0,0,0,0,0,0,0,
14,BN French,(England),1985-1988,13,0,0,0,0,0,0,0,0,0,
15,PG Fulton,(Newzealand),2004-2009,49,0,0,0,0,0,0,0,0,0,
